SJEDNICA,STATUS,RBr,AKT,POSTUPAK,PZ_PZE,PREDLAGATELJI_CE
15,IZGLASANI,5,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IZBORU PREDSJEDNIKA I PRESTANKU MANDATA PREDSJEDNICE ODBORA ZA INFORMIRANJE, INFORMATIZACIJU I MEDIJE HRVATSKOGA SABORA",,,
15,IZGLASANI,6,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANICE ODBORA ZA OBITELJ, MLADE I SPORT HRVATSKOGA SABORA",,,
15,IZGLASANI,7,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANICE ODBORA ZA OBRANU HRVATSKOGA SABORA",,,
15,IZGLASANI,2,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IMENOVANJU ZAMJENIKA ČLANA, IMENOVANJU ČLANA I PRESTANKU MANDATA ČLANICE IZASLANSTVA HRVATSKOGA SABORA U PARLAMENTARNOJ DIMENZIJI SREDNJOEUROPSKE INICIJATIVE",,,
15,IZGLASANI,9,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU ČLANA ODBORA ZA LJUDSKA PRAVA I PRAVA NACIONALNIH MANJINA HRVATSKOGA SABORA",,,
15,IZGLASANI,3,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU POTPREDSJEDNIKA I RAZRJEŠENJU ČLANA ODBORA ZA GOSPODARSTVO HRVATSKOGA SABORA",,,
15,IZGLASANI,4,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU POTPREDSJEDNICE I IZBORU POTPREDSJEDNIKA, IZBORU ČLANOVA I PRESTANKU MANDATA ČLANICA ODBORA ZA OBRAZOVANJE, ZNANOST I KULTURU HRVATSKOGA SABORA",,,
15,IZGLASANI,1,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU PREDSTOJNIKA UREDA PREDSJEDNIKA HRVATSKOGA SABORA",,,
15,NERASPRAVLJENI,59,PRIJEDLOG OVRŠNOG ZAKONA,prvo čitanje,P.Z. 672,zastupnik Damjan Vucelić
15,NERASPRAVLJENI,5,PRIJEDLOG STRATEGIJE ENERGETSKOG RAZVOJA REPUBLIKE HRVATSKE DO 2030. S POGLEDOM NA 2050. GODINU,,,Vlada Republike Hrvatske
15,NERASPRAVLJENI,3,"PRIJEDLOG ZA POKRETANJE PITANJA POVJERENJA BLAŽENKI DIVJAK, MINISTRICI ZNANOSTI I OBRAZOVANJA U VLADI REPUBLIKE HRVATSKE",,,31 zastupnik u Hrvatskome saboru
15,NERASPRAVLJENI,2,"PRIJEDLOG ZAKLJUČKA O IZMJENI PRAVILNIKA O POLUGODIŠNJEM I GODIŠNJEM IZVJEŠTAJU O IZVRŠENJU PRORAČUNA (""NARODNE NOVINE"", BROJ 24/13 I 102/17)",,,Klub zastupnika nezavisne liste mladih
15,NERASPRAVLJENI,73,PRIJEDLOG ZAKLJUČKA O IZNAJMLJIVANJU SABORNICE HRVATSKOGA SABORA,,,zastupnik Miro Bulj
15,NERASPRAVLJENI,72,"PRIJEDLOG ZAKLJUČKA O PONOVNOM PREBROJAVANJU POTPISA BIRAČA I NJIHOVE VJERODOSTOJNOSTI IZ ZAHTJEVA ZA RASPISIVANJE DRŽAVNOG REFERENDUMA GRAĐANSKE INICIJATIVE ""NAROD ODLUČUJE"" O PROMJENI IZBORNOG ZAKONODAVSTVA, KAO I GRAĐANSKE INICIJATIVE ""ISTINA O ISTANBULSKOJ""",,,Klub zastupnika Mosta nezavisnih lista
15,NERASPRAVLJENI,11,"PRIJEDLOG ZAKLJUČKA U POVODU ZAHTJEVA ZA RASPISIVANJE DRŽAVNOG REFERENDUMA GRAĐANSKE INICIJATIVE ""67 JE PREVIŠE""",,,"Odbor za Ustav, Poslovnik i politički sustav"
15,NERASPRAVLJENI,2,PRIJEDLOG ZAKONA O CENTRU ZA POSEBNO SKRBNIŠTVO,prvo čitanje,P.Z. 804,Vlada Republike Hrvatske
15,NERASPRAVLJENI,44,PRIJEDLOG ZAKONA O DOPUNAMA OBITELJSKOG ZAKONA,prvo čitanje,P.Z. 340,Klub zastupnika GLAS-a i HSU-a
15,IZGLASANI,2,PRIJEDLOG ZAKONA O DOPUNAMA ZAKONA O ODLIKOVANJIMA I PRIZNANJIMA REPUBLIKE HRVATSKE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 795,Vlada Republike Hrvatske
15,NERASPRAVLJENI,45,PRIJEDLOG ZAKONA O DOPUNI KAZNENOG ZAKONA,prvo čitanje,P.Z. 201,"Klub zastupnika Istarskog demokratskog sabora, Primorsko-goranskog saveza i Liste za Rijeku"
15,NERASPRAVLJENI,46,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O ODGOJU I OBRAZOVANJU U OSNOVNOJ I SREDNJOJ ŠKOLI,prvo čitanje,P.Z. 391,"Klub zastupnika Hrvatske demokršćanske stranke, Hrvatske socijalno-liberalne stranke i Hrvatskog demokratskog saveza Slavonije i Baranje"
15,NERASPRAVLJENI,41,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O POREZU NA DODANU VRIJEDNOST,prvo čitanje,P.Z. 638,Klub zastupnika GLAS-a i HSU-a
15,NERASPRAVLJENI,43,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O REPREZENTATIVNOSTI UDRUGA POSLODAVACA I SINDIKATA,prvo čitanje,P.Z. 227,zastupnica Ines Strenja
15,NERASPRAVLJENI,61,PRIJEDLOG ZAKONA O ISPITIVANJU PORIJEKLA IMOVINE I ODUZIMANJU NEZAKONITO STEČENE IMOVINE,prvo čitanje,P.Z. 670,zastupnik Ivan Pernar
15,NERASPRAVLJENI,56,PRIJEDLOG ZAKONA O ISPITIVANJU PORIJEKLA IMOVINE I ODUZIMANJU NEZAKONITO STEČENE IMOVINE,prvo čitanje,P.Z. 675,Damjan Vucelić
15,IZGLASANI,12,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA KAZNENOG ZAKONA,prvo čitanje,P.Z.E. 775,Vlada Republike Hrvatske
15,IZGLASANI,1,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O GRADNJI S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z.E. 807,Vlada Republike Hrvatske
15,NERASPRAVLJENI,53,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O IZBORIMA ZASTUPNIKA U HRVATSKI SABOR,prvo čitanje,P.Z. 564,Klub zastupnika Mosta nezavisnih lista;
15,IZGLASANI,13,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O KAZNENOM POSTUPKU,prvo čitanje,P.Z.E. 776,Vlada Republike Hrvatske
15,NERASPRAVLJENI,51,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O MIROVINSKOM OSIGURANJU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 772,zastupnik Mirando Mrsić
15,NERASPRAVLJENI,37,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ODRŽIVOM GOSPODARENJU OTPADOM,prvo čitanje,P.Z. 752,Klub zastupnika SDP-a
15,IZGLASANI,17,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O PRIJEVOZU U LINIJSKOM I POVREMENOM OBALNOM POMORSKOM PROMETU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 773,Vlada Republike Hrvatske
15,NERASPRAVLJENI,30,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O RODILJNIM I RODITELJSKIM POTPORAMA,prvo čitanje,P.Z. 570,Klub zastupnika Mosta nezavisnih lista
15,NERASPRAVLJENI,1,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O SPRJEČAVANJU NEREDA NA ŠPORTSKIM NATJECANJIMA,prvo čitanje,P.Z. 803,Vlada Republike Hrvatske
15,NERASPRAVLJENI,67,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O SUDOVIMA,prvo čitanje,P.Z. 794,Klub zastupnika SDP-a
15,NERASPRAVLJENI,62,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O SUZBIJANJU ZLOUPORABE DROGA,prvo čitanje,P.Z. 668,zastupnik Ivan Pernar
15,NERASPRAVLJENI,55,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ZAŠTITI OD NEIONIZIRAJUĆEG ZRAČENJA,prvo čitanje,P.Z. 678,zastupnici Snježana Sabolek i Damjan Vucelić
15,NERASPRAVLJENI,3,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNI ZAKONA O HRVATSKOM REGISTRU BRODOVA - prvo čitanje,,P.Z.E. 796,Vlada Republike Hrvatske
15,IZGLASANI,38,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNI ZAKONA O IZBORU PREDSJEDNIKA REPUBLIKE HRVATSKE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 683,Klub zastupnika SDP-a
15,NERASPRAVLJENI,42,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNI ZAKONA O RODILJNIM I RODITELJSKIM POTPORAMA,prvo čitanje,P.Z. 644,Klub zastupnika GLAS-a i HSU-a
15,NERASPRAVLJENI,57,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O AUTORSKOM PRAVU I SRODNIM PRAVIMA,prvo čitanje,P.Z. 674,zastupnik Ivan Pernar
15,NERASPRAVLJENI,35,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O CESTAMA,prvo čitanje,P.Z. 604,Klub zastupnika SDP-a
15,NERASPRAVLJENI,66,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O KAZNENOM POSTUPKU,prvo čitanje,P.Z. 793,Klub zastupnika SDP-a
15,IZGLASANI,19,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O USTROJSTVU I DJELOKRUGU MINISTARSTAVA I DRUGIH SREDIŠNJIH TIJELA DRŽAVNE UPRAVE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 799,Vlada Republike Hrvatske
15,IZGLASANI,14,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O ZAŠTITI OD NASILJA U OBITELJI,prvo čitanje,P.Z. 777,Vlada Republike Hrvatske
15,IZGLASANI,2,PRIJEDLOG ZAKONA O IZMJENAMA ZAKONA O ZAŠTITI PRIRODE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 810,Vlada Republike Hrvatske
15,NERASPRAVLJENI,68,PRIJEDLOG ZAKONA O IZMJENI I DOPUNI ZAKONA O DOBROVOLJNOM ZDRAVSTVENOM OSIGURANJU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P. Z. 643,zastupnik Silvano Hrelja
15,NERASPRAVLJENI,36,PRIJEDLOG ZAKONA O IZMJENI I DOPUNI ZAKONA O POREZU NA DODANU VRIJEDNOST,prvo čitanje,PZ. 653,Klub zastupnika SDP-a
15,NERASPRAVLJENI,64,PRIJEDLOG ZAKONA O IZMJENI OBITELJSKOG ZAKONA,prvo čitanje,P.Z. 792,zastupnik Željko Lenart
15,NERASPRAVLJENI,65,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O DOPRINOSIMA S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 331,Klub zastupnika SDP-a
15,IZGLASANI,4,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O DRŽAVNOM SUDBENOM VIJEĆU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 812,Vlada Republike Hrvatske
15,IZGLASANI,3,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O DRŽAVNOODVJETNIČKOM VIJEĆU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 811,Vlada Republike Hrvatske
15,NERASPRAVLJENI,47,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O ODGOJU I OBRAZOVANJU U OSNOVNOJ I SREDNOJ ŠKOLI,prvo čitanje,P.Z. 425,Klub zastupnika Mosta nezavisnih lista
15,NERASPRAVLJENI,31,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O POLJOPRIVREDNOM ZEMLJIŠTU,prvo čitanje,P.Z. 663,zastupnik Miro Bulj
15,NERASPRAVLJENI,63,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O SPRJEČAVANJU SUKOBA INTERESA,prvo čitanje,P.Z. 669,zastupnik Ivan Pernar
15,NERASPRAVLJENI,58,PRIJEDLOG ZAKONA O IZMJENI ZAKONA O SPRJEČAVANJU SUKOBA INTERESA,prvo čitanje,P.Z. 673,zastupnica Snježana Sabolek
15,NERASPRAVLJENI,34,PRIJEDLOG ZAKONA O MEDICINSKOM POSTUPKU PREKIDA TRUDNOĆE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 597,Klub zastupnika SDP-a
15,NERASPRAVLJENI,60,PRIJEDLOG ZAKONA O NACIONALNOJ NAKNADI ZA STAROST,prvo čitanje,P.Z. 667,zastupnik Ivan Pernar
15,NERASPRAVLJENI,3,PRIJEDLOG ZAKONA O NEPROCIJENJENOM GRAĐEVINSKOM ZEMLJIŠTU,prvo čitanje,P.Z. 805,Vlada Republike Hrvatske
15,NERASPRAVLJENI,52,PRIJEDLOG ZAKONA O PLAĆAMA U JAVNOM SEKTORU,prvo čitanje,P.Z. 797,zastupnik Mirando Mrsić
15,NERASPRAVLJENI,1,PRIJEDLOG ZAKONA O POSTUPANJU S NEZAKONITO IZGRAĐENIM INFRASTRUKTURNIM GRAĐEVINAMA,prvo čitanje,P.Z. 806,Klub zastupnika GLAS-a
15,IZGLASANI,21,PRIJEDLOG ZAKONA O PRESTANKU VAŽENJA ZAKONA O PROVEDBI UREDBE (EU) 2015/757 EUROPSKOG PARLAMENTA I VIJEĆA OD 29. TRAVNJA 2015. O PRAĆENJU EMISIJA UGLJIKOVA DIOKSIDA IZ POMORSKOG PROMETA IZVJEŠĆIVANJU O NJIMA I NJIHOVOJ VERIFIKACIJI TE O IZMJENI DIREKTIVE 2009/16/EZ S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 801,Vlada Republike Hrvatske
15,IZGLASANI,20,PRIJEDLOG ZAKONA O PRESTANKU VAŽENJA ZAKONA O PROVEDBI UREDBE (EU) BR. 517/2014 EUROPSKOG PARLAMENTA I VIJEĆA OD 16. TRAVNJA 2014. O FLUORIRANIM STAKLENIČKIM PLINOVIMA I STAVLJANJU IZVAN SNAGE UREDBE (EZ) BR. 842/2006 S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 800,Vlada Republike Hrvatske
15,IZGLASANI,10,PRIJEDLOG ZAKONA O PRIJENOSU OSNIVAČKIH PRAVA NAD OPĆOM ŽUPANIJSKOM BOLNICOM VUKOVAR I BOLNICOM HRVATSKIH VETERANA NA REPUBLIKU HRVATSKU,prvo čitanje,P.Z. 809,Vlada Republike Hrvatske
15,NERASPRAVLJENI,50,PRIJEDLOG ZAKONA O PRIJENOSU VLASNIŠTVA NA DOMOVIMA UMIROVLJENIKA,prvo čitanje,P.Z. 771,zastupnik Mirando Mrsić
15,NERASPRAVLJENI,49,PRIJEDLOG ZAKONA O PROFESIONALNOJ MIROVINI,prvo čitanje,P.Z. 770,zastupnik Mirando Mrsić
15,IZGLASANI,9,PRIJEDLOG ZAKONA O PROGLAŠENJU VUKOVARA MJESTOM POSEBNOG DOMOVINSKOG PIJETETA,prvo čitanje,P.Z. 808,Vlada Republike Hrvatske
15,IZGLASANI,1,PRIJEDLOG ZAKONA O PROVEDBI UREDBE (EU) BR. 2019/788 EUROPSKOG PARLAMENTA I VIJEĆA OD 17. TRAVNJA 2019. GODINE O EUROPSKOJ GRAĐANSKOJ INICIJATIVI S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z.E 802,Vlada Republike Hrvatske
15,NERASPRAVLJENI,54,PRIJEDLOG ZAKONA O TRANSPARENTNOSTI TROŠKOVA U OBAVLJANJU JAVNIH DUŽNOSTI,prvo čitanje,P.Z. 658,Klub zastupnika Mosta nezavisnih lista
15,IZGLASANI,18,PRIJEDLOG ZAKONA O VATROGASTVU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 798,Vlada Republike Hrvatske
15,NERASPRAVLJENI,32,PRIJEDLOG ZAKONA O ZABRANI GENETSKI MODIFICIRANIH ORGANIZAMA,prvo čitanje,P.Z. 750,zastupnik Miro Bulj
15,NERASPRAVLJENI,33,PRIJEDLOG ZAKONA O ZABRANI GLIFOSATA,prvo čitanje,P.Z. 751,zastupnik Miro Bulj
15,NERASPRAVLJENI,38,PRIJEDLOG ZAKONA O ZAŠTITI ŽIVOTA,prvo čitanje,P. Z. 630,zastupnik Hrvoje Zekanović
15,NERASPRAVLJENI,48,PRIJEDLOG ZAKONA O ZDRAVSTVENIM MJERAMA ZA OSTVARIVANJE PRAVA NA SLOBODNO ODLUČIVANJE O RAĐANJU DJECE S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P. Z. 567,zastupnik Mirando Mrsić
15,IZGLASANI,36,PROGRAMSKO I FINANCIJSKO IZVJEŠĆE HRVATSKOG OLIMPIJSKOG ODBORA ZA 2018. GODINU,,,Hrvatski olimpijski odbor
16,IZGLASANI,27,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU POTPREDSJEDNIKA HRVATSKOGA SABORA; b) PRIJEDLOG ODLUKE O IMENOVANJU POTPREDSJEDNIKA HRVATSKOGA SABORA,,,Klub zastupnika Hrvatske demokratske zajednice
16,IZGLASANI,46,"a) PRIJEDLOG ODLUKE O RAZRJEŠENJU POTPREDSJEDNIKA I ČLANA UPRAVNOG VIJEĆA HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA; b) PRIJEDLOG ODLUKE O IMENOVANJU PREDSJEDNIKA, POTPREDSJEDNIKA I ČLANA UPRAVNOG VIJEĆA HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA",,,Vlada Republike Hrvatske
16,IZGLASANI,11,"DAVANJE MIŠLJENJA ODBORA ZA USTAV, POSLOVNIK I POLITIČKI SUSTAV NA TEMELJU ZAHTJEVA ZA MIŠLJENJE O POVREDI POSLOVNIKA HRVATSKOGA SABORA KOJI JE PODNIO ZASTUPNIK ARSEN BAUK",,,
16,NERASPRAVLJENI,70,GODIŠNJE IZVJEŠĆE HRVATSKE AGENCIJE ZA NADZOR FINANCIJSKIH USLUGA ZA 2016. GODINU,,,Hrvatska agencija za nadzor financijskih usluga
16,IZGLASANI,30,GODIŠNJE IZVJEŠĆE O POSLOVANJU FINANCIJSKE AGENCIJE ZA 2018. GODINU,,,Financijska agencija
16,IZGLASANI,60,GODIŠNJE IZVJEŠĆE O RADU AGENCIJE ZA ZAŠTITU TRŽIŠNOG NATJECANJA ZA 2018. GODINU,,,Agencija za zaštitu tržišnog natjecanja
16,NERASPRAVLJENI,42,GODIŠNJE IZVJEŠĆE O RADU NADZORNOG ODBORA HRT-a TE PROVEDBI NADZORA ZAKONITOSTI RADA I POSLOVANJA HRT-a ZA RAZDOBLJE OD 1. SIJEČNJA 2018. DO 31. PROSINCA 2018. GODINE,,,Nadzorni odbor Hrvatske radiotelevizije
16,IZGLASANI,26,GODIŠNJI IZVJEŠTAJ O RADU NACIONALNE ZAKLADE ZA RAZVOJ CIVILNOGA DRUŠTVA ZA 2018. GODINU,,,Upravni odbor Nacionalne zaklade za razvoj civilnoga društva
16,NERASPRAVLJENI,110,INTERPELACIJA O RADU VLADE REPUBLIKE HRVATSKE RADI NEČINJENJA VLADE REPUBLIKE HRVATSKE U VEZI PRODULJENJA MORATORIJA NA PRODAJU ZEMLJE STRANCIMA,,,20 zastupnika u Hrvatskome saboru
16,NERASPRAVLJENI,33,IZMJENE I DOPUNE POSLOVNIKA PUČKOG PRAVOBRANITELJA,,,pučka pravobraniteljica
16,IZGLASANI,35,IZVJEŠĆE GLAVNOG DRŽAVNOG ODVJETNIKA REPUBLIKE HRVATSKE O RADU DRŽAVNIH ODVJETNIŠTAVA U 2018. GODINI,,,glavni državni odvjetnik
16,IZGLASANI,4,IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O POČETKU MIROVANJA ZASTUPNIČKOG MANDATA ZASTUPNIKA ORSATA MILJENIĆA I POČETKU OBNAŠANJA ZASTUPNIČKE DUŽNOSTI ZAMJENICE ZASTUPNIKA KAROLINE LEAKOVIĆ,,,
16,IZGLASANI,2,IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O PRESTANKU MIROVANJA ZASTUPNIČKOG MANDATA ZASTUPNIKA prof.dr.sc. MILANA KUJUNDŽIĆA I PRESTANKU OBNAŠANJA ZASTUPNIČKE DUŽNOSTI ZAMJENICE ZASTUPNIKA mr.sc. DRAGICE VRANJEŠ,,,
16,IZGLASANI,1,IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O PRESTANKU ZASTUPNIČKOG MANDATA ZASTUPNICE ROMANE JERKOVIĆ I POČETKU OBNAŠANJA ZASTUPNIČKE DUŽNOSTI ZAMJENICE ZASTUPNICE MIRELE AHMETOVIĆ,,,
16,IZGLASANI,3,"IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O ZAHTJEVU ZA DAVANJE ODOBRENJA ZA POKRETANJE KAZNENOG POSTUPKA PROTIV LOVRE KUŠČEVIĆA, ZASTUPNIKA U HRVATSKOM SABORU",,,
16,POVUČEN,24,IZVJEŠĆE MINISTRA UNUTARNJIH POSLOVA O OBAVLJANJU POLICIJSKIH POSLOVA U 2018. GODINI,,,ministar unutarnjih poslova
16,NERASPRAVLJENI,51,IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI LUČKIH UPRAVA ZA 2017.,,,Državni ured za reviziju
16,NERASPRAVLJENI,52,"IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI POLITIČKIH STRANAKA, NEZAVISNIH ZASTUPNIKA I ČLANOVA PREDSTAVNIČKIH TIJELA JEDINICA LOKALNE I PODRUČNE (REGIONALNE) SAMOUPRAVE IZABRANIH S LISTE GRUPE BIRAČA ZA 2018.",,,Državni ured za reviziju
16,NERASPRAVLJENI,54,IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI STUDENTSKIH CENTARA,,,Državni ured za reviziju
16,NERASPRAVLJENI,55,"IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI PROVEDBE UGOVORA O KONCESIJI ZA FINACIRANJE, GRAĐENJE TE GOSPODARSKO KORIŠTENJE I ODRŽAVANJE AUTOCESTE ZAGREB - MACELJ I NJENIH PRATEĆIH OBJEKATA NA CESTOVNOM ZEMLJIŠTU",,,Državni ured za reviziju
16,NERASPRAVLJENI,53,"IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI PROVEDBE UGOVORA O KONCESIJI ZA FINANCIRANJE, IZGRADNJU, ODRŽAVANJE I UPRAVLJANJE JADRANSKOM AUTOCESTOM (ISTARSKI IPSILON)",,,Državni ured za reviziju
16,NERASPRAVLJENI,50,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI UPRAVLJANJA I RASPOLAGANJA NOGOMETNIM STADIONIMA I IGRALIŠTIMA U VLASNIŠTVU JEDINICA LOKALNE SAMOUPRAVE,,,Državni ured za reviziju
16,NERASPRAVLJENI,56,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI USPOSTAVE I KORIŠTENJA INFORMACIJSKOG SUSTAVA CENTRALIZIRANOG OBRAČUNA PLAĆA I UPRAVLJANJA LJUDSKIM RESURSIMA U TIJELIMA DRŽAVNE UPRAVE I DRUGIM KORISNICIMA PRORAČUNA,,,Državni ured za reviziju
16,RASPRAVLJENI,43,IZVJEŠĆE O POSLOVANJU FONDA HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I ČLANOVA NJIHOVIH OBITELJI ZA 2017. GODINU,,,Upravni odbor Fonda hrvatskih branitelja iz Domovinskog rata i članova njihovih obitelji
16,RASPRAVLJENI,44,IZVJEŠĆE O POSLOVANJU FONDA HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I ČLANOVA NJIHOVIH OBITELJI ZA 2018. GODINU,,,Upravni odbor Fonda hrvatskih branitelja iz Domovinskog rata i članova njihovih obitelji
16,IZGLASANI,37,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2016. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije
16,IZGLASANI,38,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2017. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije
16,IZGLASANI,41,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2018. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije
16,POVUČEN,58,IZVJEŠĆE O PROVEDBI ZAKONA O HRVATSKIM BRANITELJIMA IZ DOMOVINSKOG RATA I ČLANOVIMA NJIHOVIH OBITELJI ZA 2018. GODINU,,,Ministarstvo hrvatskih branitelja
16,NERASPRAVLJENI,49,IZVJEŠĆE O PROVOĐENJU USTAVNOG ZAKONA O PRAVIMA NACIONALNIH MANJINA I O UTROŠKU SREDSTAVA OSIGURANIH U DRŽAVNOM PRORAČUNU REPUBLIKE HRVATSKE ZA 2018. GODINU ZA POTREBE NACIONALNIH MANJINA,,,Vlada Republike Hrvatske
16,IZGLASANI,34,IZVJEŠĆE O RADU DRŽAVNOG ODVJETNIŠTVA REPUBLIKE HRVATSKE ZA 2017. GODINU,,,Državno odvjetništvo Republike Hrvatske
16,IZGLASANI,45,IZVJEŠĆE O RADU HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA ZA 2018.,,,Hrvatski memorijalno-dokumentacijski centar Domovinskog rata
16,NERASPRAVLJENI,36,IZVJEŠĆE O RADU NACIONALNOG VIJEĆA ZA PRAĆENJE PROVEDBE STRATEGIJE SUZBIJANJA KORUPCIJE ZA RAZDOBLJE OD 15. RUJNA 2018. DO 15. SRPNJA 2019. GODINE,,,Nacionalno vijeće za praćenje provedbe Strategije suzbijanja korupcije
16,NERASPRAVLJENI,112,IZVJEŠĆE O RADU ODBORA ZA ETIKU U ZNANOSTI I VISOKOM OBRAZOVANJU U 2016. GODINI,,,Odbor za etiku u znanosti i visokom obrazovanju
16,NERASPRAVLJENI,113,IZVJEŠĆE O RADU ODBORA ZA ETIKU U ZNANOSTI I VISOKOM OBRAZOVANJU U 2017. GODINI,,,Odbor za etiku u znanosti i visokom obrazovanju
